name,time,fileCode,fileName,description,keywords
"2024-05-13_14-32-18 até Rua da Matriz, Rua Velha",2024/05/13 17:32:21+00,"217","2024-05-13_14-32-18_até_Rua_da_Matriz,_Rua_Velha_2024-05-13_14-32-18.gpx","CF075, 
CR075","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-13_14-37-05 Rua Dr. José Mariano,2024/05/13 17:37:07+00,"218",2024-05-13_14-37-05_Rua_Dr._José_Mariano_2024-05-13_14-37-05.gpx,"CF075, 
CR075","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-13_14-42-21 Rua Dr. José Mariano até a Ponte Duarte Coelho.,2024/05/13 17:42:24+00,"219",2024-05-13_14-42-21_Rua_Dr._José_Mariano_até_a_Ponte_Duarte_Coelho._2024-05-13_14-42-21.gpx,"CF075, 
CR075","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_08-59-06 ciclofaixa nossa sra do ó,2024/05/14 11:59:10+00,"220",2024-05-14_08-59-06_ciclofaixa_nossa_sra_do_ó_2024-05-14_08-59-06.gpx,ICF,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_09-00-02Ciclofaixa NS DO Ó,2024/05/14 12:00:07+00,"221",2024-05-14_09-00-02Ciclofaixa_NS_DO_Ó_2024-05-14_09-00-02.gpx,ICF,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_09-54-32 bicicletario nossa sra do ó,2024/05/14 12:54:36+00,"222",2024-05-14_09-54-32_bicicletario_nossa_sra_do_ó_2024-05-14_09-54-32.gpx,,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_10-01-15 Ciclovia da PE - 09,2024/05/14 13:01:17+00,"223",2024-05-14_10-01-15_Ciclovia_da_PE_-_09_2024-05-14_10-01-15.gpx,ICV18,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_10-01-15 ciclovia pe009,2024/05/14 13:01:16+00,"224",2024-05-14_10-01-15_ciclovia_pe009_2024-05-14_10-01-15.gpx,ICV18,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_11-03-55 ciclorrota pe009,2024/05/14 14:03:57+00,"225",2024-05-14_11-03-55_ciclorrota_pe009_2024-05-14_11-03-55.gpx,ICR17,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_11-04-06Ciclorrota da PE-09,2024/05/14 14:04:08+00,"226",2024-05-14_11-04-06Ciclorrota_da_PE-09_2024-05-14_11-04-06.gpx,ICR17,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_11-40-02 rua beijupirá - não possui estrutura,2024/05/14 14:40:05+00,"227",2024-05-14_11-40-02_rua_beijupirá_-_não_possui_estrutura_2024-05-14_11-40-02.gpx,ICV21,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_11-52-03Ciclovia de Porto de Galinhas,2024/05/14 14:52:08+00,"228",2024-05-14_11-52-03Ciclovia_de_Porto_de_Galinhas_2024-05-14_11-52-03.gpx,ICV19,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_11-56-00 ciclovia porto de galinhas,2024/05/14 14:56:04+00,"229",2024-05-14_11-56-00_ciclovia_porto_de_galinhas_2024-05-14_11-56-00.gpx,ICV19,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_12-20-47CICLOVIA de Maracaípe,2024/05/14 15:20:48+00,"230",2024-05-14_12-20-47CICLOVIA_de_Maracaípe_2024-05-14_12-20-47.gpx,ICV23,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_12-22-14 ciclovia de maracaipe,2024/05/14 15:22:18+00,"231",2024-05-14_12-22-14_ciclovia_de_maracaipe_2024-05-14_12-22-14.gpx,ICV23,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_13-04-28 Ciclovia Rua Esperança,2024/05/14 16:04:32+00,"232",2024-05-14_13-04-28_Ciclovia_Rua_Esperança_2024-05-14_13-04-28.gpx,ICV22,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_13-04-37 ciclovia rua esperança,2024/05/14 16:04:41+00,"233",2024-05-14_13-04-37_ciclovia_rua_esperança_2024-05-14_13-04-37.gpx,ICV22,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_15-54-31  PRAÇA JOAQUIM NABUCO E RUA FLORIANO PEIXOTO,2024/05/14 18:54:36+00,"234",2024-05-14_15-54-31__PRAÇA_JOAQUIM_NABUCO_E_RUA_FLORIANO_PEIXOTO_2024-05-14_15-54-31.gpx,"CF075, 
CR075","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_16-04-58 Travessa do Cais da Detenção e Ponte Seis de Março.,2024/05/14 19:05:01+00,"235",2024-05-14_16-04-58_Travessa_do_Cais_da_Detenção_e_Ponte_Seis_de_Março._2024-05-14_16-04-58.gpx,"CF075, 
CR075","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_16-18-50 CICLOFAIXA DA VILA DO ESTALEIRO - AV CALIFÓRNIA,2024/05/14 19:18:57+00,"236",2024-05-14_16-18-50_CICLOFAIXA_DA_VILA_DO_ESTALEIRO_-_AV_CALIFÓRNIA_2024-05-14_16-18-50.gpx,ICF,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_16-19-34 ciclofaixa vila do estaleiro - av california,2024/05/14 19:19:38+00,"237",2024-05-14_16-19-34_ciclofaixa_vila_do_estaleiro_-_av_california_2024-05-14_16-19-34.gpx,ICF,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
"2024-05-14_16-20-12 PONTE BUARQUE DE MACEDO, PRAÇA DA REPÚBLICA E PONTE PRINCESA IZABEL",2024/05/14 19:20:16+00,"238","2024-05-14_16-20-12_PONTE_BUARQUE_DE_MACEDO,_PRAÇA_DA_REPÚBLICA_E_PONTE_PRINCESA_IZABEL_2024-05-14_16-20-12.gpx","CV015, 
CF015, 
AC015","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_16-59-13,2024/05/14 19:59:17+00,"239",2024-05-14_16-59-13_2024-05-14_16-59-13.gpx,CF009,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
"2024-05-14_17-00-43 Av. Prefeito Artur Lima Cavalcanti, Av. Dr.Jayme da Fonte",2024/05/14 20:00:47+00,"240","2024-05-14_17-00-43_Av._Prefeito_Artur_Lima_Cavalcanti,_Av._Dr.Jayme_da_Fonte_2024-05-14_17-00-43.gpx","CV015, 
CF015, 
AC015","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_17-08-08,2024/05/14 20:08:11+00,"241",2024-05-14_17-08-08_2024-05-14_17-08-08.gpx,CF009,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
"2024-05-14_17-14-12 Pontilhão da Av. Gov. Agamenon Magalhães, Pista local da Av. Gov. Agamenon Magalhães",2024/05/14 20:14:15+00,"242","2024-05-14_17-14-12_Pontilhão_da_Av._Gov._Agamenon_Magalhães,_Pista_local_da_Av._Gov._Agamenon_Magalhães_2024-05-14_17-14-12.gpx","CV015, 
CF015, 
AC015","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_17-16-41,2024/05/14 20:17:03+00,"243",2024-05-14_17-16-41_2024-05-14_17-16-41.gpx,CR009,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
"2024-05-14_17-19-09 Av.Gov.Agamenon Magalhães, Fábrica Tacaruna.",2024/05/14 20:19:13+00,"244","2024-05-14_17-19-09_Av.Gov.Agamenon_Magalhães,_Fábrica_Tacaruna._2024-05-14_17-19-09.gpx","CV015, 
CF015, 
AC015","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_17-23-17,2024/05/14 20:23:20+00,"245",2024-05-14_17-23-17_2024-05-14_17-23-17.gpx,CR009,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_17-34-33 Ciclovia Norte (do cruzamento da Av norte com a Aurora até o viaduto da Avenida norte),2024/05/14 20:34:37+00,"246",2024-05-14_17-34-33_Ciclovia_Norte_(do_cruzamento_da_Av_norte_com_a_Aurora_até_o_viaduto_da_Avenida_norte)_2024-05-14_17-34-33.gpx,CV001,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_18-57-46,2024/05/14 21:57:51+00,"247",2024-05-14_18-57-46_2024-05-14_18-57-46.gpx,CF009,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
"2024-05-14_19-35-18 Rua da Soledade, Rua Nunes Machado e Av. João de Barros até a Rua Joaquim Felipe.",2024/05/14 22:35:23+00,"248","2024-05-14_19-35-18_Rua_da_Soledade,_Rua_Nunes_Machado_e_Av._João_de_Barros_até_a_Rua_Joaquim_Felipe._2024-05-14_19-35-18.gpx","CV063, 
CF063","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_19-47-39 RUA JOAQUIM FELIPE,2024/05/14 22:47:42+00,"249",2024-05-14_19-47-39_RUA_JOAQUIM_FELIPE_2024-05-14_19-47-39.gpx,"CF033, 
CR033","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_20-02-44 LEOPOLDO LINS,2024/05/14 23:02:47+00,"250",2024-05-14_20-02-44_LEOPOLDO_LINS_2024-05-14_20-02-44.gpx,"CF033, 
CR033","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_20-10-43 Rua Dr. Leopoldo Lins,2024/05/14 23:10:47+00,"251",2024-05-14_20-10-43_Rua_Dr._Leopoldo_Lins_2024-05-14_20-10-43.gpx,"CF033, 
CR033","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_20-14-22 Av. Montevidéu até Rua Buenos Aires.,2024/05/14 23:14:25+00,"252",2024-05-14_20-14-22_Av._Montevidéu_até_Rua_Buenos_Aires._2024-05-14_20-14-22.gpx,"CF033, 
CR033","[ """", ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_20-32-24 MONTE CASTELO,2024/05/14 23:32:27+00,"253",2024-05-14_20-32-24_MONTE_CASTELO_2024-05-14_20-32-24.gpx,"CF033, 
CR033","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-14_20-42-30 RUA PADRE INGLÊS,2024/05/14 23:42:34+00,"254",2024-05-14_20-42-30_RUA_PADRE_INGLÊS_2024-05-14_20-42-30.gpx,CF074,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-15_17-14-28,2024/05/15 20:14:32+00,"255",2024-05-15_17-14-28_2024-05-15_17-14-28.gpx,CF032,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-15_17-16-58,2024/05/15 20:17:00+00,"256",2024-05-15_17-16-58_2024-05-15_17-16-58.gpx,CR032,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-15_17-24-40,2024/05/15 20:24:45+00,"257",2024-05-15_17-24-40_2024-05-15_17-24-40.gpx,CF032,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-15_17-26-13,2024/05/15 20:26:15+00,"258",2024-05-15_17-26-13_2024-05-15_17-26-13.gpx,CF032,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-15_17-59-41,2024/05/15 20:59:43+00,"259",2024-05-15_17-59-41_2024-05-15_17-59-41.gpx,CF032,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-15_18-29-24,2024/05/15 21:29:29+00,"260",2024-05-15_18-29-24_2024-05-15_18-29-24.gpx,CF032,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-15_18-37-47,2024/05/15 21:37:50+00,"261",2024-05-15_18-37-47_2024-05-15_18-37-47.gpx,CF032,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-15_19-08-24,2024/05/15 22:08:30+00,"262",2024-05-15_19-08-24_2024-05-15_19-08-24.gpx,CF056,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-15_19-19-23,2024/05/15 22:19:28+00,"263",2024-05-15_19-19-23_2024-05-15_19-19-23.gpx,CF056,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-15_19-20-05,2024/05/15 22:20:07+00,"264",2024-05-15_19-20-05_2024-05-15_19-20-05.gpx,CR056,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-16_17-05-22,2024/05/16 20:05:26+00,"265",2024-05-16_17-05-22_2024-05-16_17-05-22.gpx,CF076,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-16_17-21-40,2024/05/16 20:21:44+00,"266",2024-05-16_17-21-40_2024-05-16_17-21-40.gpx,CR076,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-16_17-27-10,2024/05/16 20:27:12+00,"267",2024-05-16_17-27-10_2024-05-16_17-27-10.gpx,CF076,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-16_17-45-39,2024/05/16 20:45:43+00,"268",2024-05-16_17-45-39_2024-05-16_17-45-39.gpx,CF076,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-16_17-46-06,2024/05/16 20:46:08+00,"269",2024-05-16_17-46-06_2024-05-16_17-46-06.gpx,CR076,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-16_18-25-47,2024/05/16 21:25:49+00,"270",2024-05-16_18-25-47_2024-05-16_18-25-47.gpx,CF079,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-16_18-40-04,2024/05/16 21:40:06+00,"271",2024-05-16_18-40-04_2024-05-16_18-40-04.gpx,CF079,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-16_18-54-26,2024/05/16 21:54:28+00,"272",2024-05-16_18-54-26_2024-05-16_18-54-26.gpx,CR079,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-16_18-54-37,2024/05/16 21:54:39+00,"273",2024-05-16_18-54-37_2024-05-16_18-54-37.gpx,CF079,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-16_19-06-19,2024/05/16 22:06:21+00,"274",2024-05-16_19-06-19_2024-05-16_19-06-19.gpx,CR079,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-16_19-06-21,2024/05/16 22:06:23+00,"275",2024-05-16_19-06-21_2024-05-16_19-06-21.gpx,CF079,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-16_19-14-21,2024/05/16 22:14:23+00,"276",2024-05-16_19-14-21_2024-05-16_19-14-21.gpx,CR079,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-16_19-18-55,2024/05/16 22:18:57+00,"277",2024-05-16_19-18-55_2024-05-16_19-18-55.gpx,CR079,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-16_19-25-36,2024/05/16 22:25:41+00,"278",2024-05-16_19-25-36_2024-05-16_19-25-36.gpx,CF079,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-17_15-54-13,2024/05/17 18:54:16+00,"279",2024-05-17_15-54-13_2024-05-17_15-54-13.gpx,CR032,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-17_15-55-40,2024/05/17 18:55:45+00,"280",2024-05-17_15-55-40_2024-05-17_15-55-40.gpx,CR032,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-17_16-17-53,2024/05/17 19:17:57+00,"281",2024-05-17_16-17-53_2024-05-17_16-17-53.gpx,CF032,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-17_16-37-15,2024/05/17 19:37:17+00,"282",2024-05-17_16-37-15_2024-05-17_16-37-15.gpx,CF032,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-17_16-43-17,2024/05/17 19:43:20+00,"283",2024-05-17_16-43-17_2024-05-17_16-43-17.gpx,CR032,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-17_16-44-19,2024/05/17 19:44:22+00,"284",2024-05-17_16-44-19_2024-05-17_16-44-19.gpx,CR032,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-17_17-19-01,2024/05/17 20:19:04+00,"285",2024-05-17_17-19-01_2024-05-17_17-19-01.gpx,CR032,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-17_18-11-06,2024/05/17 21:11:11+00,"286",2024-05-17_18-11-06_2024-05-17_18-11-06.gpx,CF078,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-17_18-27-58,2024/05/17 21:28:00+00,"287",2024-05-17_18-27-58_2024-05-17_18-27-58.gpx,CR078,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-17_18-37-35,2024/05/17 21:37:39+00,"288",2024-05-17_18-37-35_2024-05-17_18-37-35.gpx,CR078,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-17_18-44-35,2024/05/17 21:44:37+00,"289",2024-05-17_18-44-35_2024-05-17_18-44-35.gpx,CR078,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-17_18-59-14,2024/05/17 21:59:17+00,"290",2024-05-17_18-59-14_2024-05-17_18-59-14.gpx,CR078,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-17_19-01-22,2024/05/17 22:01:24+00,"291",2024-05-17_19-01-22_2024-05-17_19-01-22.gpx,CR072,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-20_07-39-03 Ciclorrota Lindolfo collor,2024/05/20 10:39:07+00,"292",2024-05-20_07-39-03_Ciclorrota_Lindolfo_collor_2024-05-20_07-39-03.gpx,CR070,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-20_07-39-28 ciclorrota lindolfo collor,2024/05/20 10:39:35+00,"293",2024-05-20_07-39-28_ciclorrota_lindolfo_collor_2024-05-20_07-39-28.gpx,cr070,
2024-05-20_08-01-22 Ciclofaixa Lindolfo Collor,2024/05/20 11:01:25+00,"294",2024-05-20_08-01-22_Ciclofaixa_Lindolfo_Collor_2024-05-20_08-01-22.gpx,CF070,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-20_08-01-26 ciclofaixa lindolfo collor,2024/05/20 11:01:34+00,"295",2024-05-20_08-01-26_ciclofaixa_lindolfo_collor_2024-05-20_08-01-26.gpx,cf070,
2024-05-20_08-46-59 ciclofaixa rota Afonso olindense av prof Luiz freire,2024/05/20 11:47:05+00,"296",2024-05-20_08-46-59_ciclofaixa_rota_Afonso_olindense_av_prof_Luiz_freire_2024-05-20_08-46-59.gpx,cf026,
2024-05-20_08-47-05 Ciclofaixa Rota Afonso Olindense - av. prof. Luiz Freire,2024/05/20 11:47:06+00,"297",2024-05-20_08-47-05_Ciclofaixa_Rota_Afonso_Olindense_-_av._prof._Luiz_Freire_2024-05-20_08-47-05.gpx,CF026,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-20_09-14-53 Ciclorrota Afonso Olindense,2024/05/20 12:14:55+00,"298",2024-05-20_09-14-53_Ciclorrota_Afonso_Olindense_2024-05-20_09-14-53.gpx,CR026,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-20_09-15-56 ciclorrota Afonso olindense,2024/05/20 12:16:02+00,"299",2024-05-20_09-15-56_ciclorrota_Afonso_olindense_2024-05-20_09-15-56.gpx,cr026,
2024-05-20_09-55-50 Área compartilhada praça da Várzea,2024/05/20 12:55:52+00,"300",2024-05-20_09-55-50_Área_compartilhada_praça_da_Várzea_2024-05-20_09-55-50.gpx,AC026,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-20_09-55-57 área compartilhada praça da varzea,2024/05/20 12:56:01+00,"301",2024-05-20_09-55-57_área_compartilhada_praça_da_varzea_2024-05-20_09-55-57.gpx,ac026,
2024-05-20_10-13-49 CICLOFAIXA AFONSO OLINDENSE,2024/05/20 13:13:53+00,"302",2024-05-20_10-13-49_CICLOFAIXA_AFONSO_OLINDENSE_2024-05-20_10-13-49.gpx,CF026,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-20_10-13-55 ciclofaixa Afonso olindense,2024/05/20 13:14:00+00,"303",2024-05-20_10-13-55_ciclofaixa_Afonso_olindense_2024-05-20_10-13-55.gpx,cf026,
2024-05-20_11-28-18 CICLOFAIXA BEBERIBE,2024/05/20 14:28:21+00,"304",2024-05-20_11-28-18_CICLOFAIXA_BEBERIBE_2024-05-20_11-28-18.gpx,CF043,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-20_11-28-27 ciclofaixa beberibe,2024/05/20 14:28:31+00,"305",2024-05-20_11-28-27_ciclofaixa_beberibe_2024-05-20_11-28-27.gpx,cf043,
2024-05-20_12-46-06 ciclorrota Sebastião salazar,2024/05/20 15:46:11+00,"306",2024-05-20_12-46-06_ciclorrota_Sebastião_salazar_2024-05-20_12-46-06.gpx,cr038,
2024-05-20_12-46-14 Ciclorrota Sebastião salazar,2024/05/20 15:46:14+00,"307",2024-05-20_12-46-14_Ciclorrota_Sebastião_salazar_2024-05-20_12-46-14.gpx,CR038,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-20_13-06-24 Ciclofaixa Sebastião Salazar,2024/05/20 16:06:24+00,"308",2024-05-20_13-06-24_Ciclofaixa_Sebastião_Salazar_2024-05-20_13-06-24.gpx,CF038,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-20_13-06-26 ciclofaixa Sebastião baltazar,2024/05/20 16:06:31+00,"309",2024-05-20_13-06-26_ciclofaixa_Sebastião_baltazar_2024-05-20_13-06-26.gpx,cf038,
2024-05-20_13-23-24 Ciclovia Rio Beberibe,2024/05/20 16:23:24+00,"310",2024-05-20_13-23-24_Ciclovia_Rio_Beberibe_2024-05-20_13-23-24.gpx,CV058,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-20_13-23-47 ciclovia Rio beberibe,2024/05/20 16:23:51+00,"311",2024-05-20_13-23-47_ciclovia_Rio_beberibe_2024-05-20_13-23-47.gpx,cv058,
2024-05-20_16-49-14 rua dos Coelhos,2024/05/20 19:49:21+00,"312",2024-05-20_16-49-14_rua_dos_Coelhos_2024-05-20_16-49-14.gpx,CR050,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-20_16-53-35 Rua dos Coelhos e Pte. Joaquim Cardoso,2024/05/20 19:53:39+00,"313",2024-05-20_16-53-35_Rua_dos_Coelhos_e_Pte._Joaquim_Cardoso_2024-05-20_16-53-35.gpx,CR050,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-20_17-20-07 Rua treze de maio,2024/05/20 20:20:11+00,"314",2024-05-20_17-20-07_Rua_treze_de_maio_2024-05-20_17-20-07.gpx,CF062,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-20_17-36-43 Buarque Macedo Leo falcão,2024/05/20 20:36:46+00,"315",2024-05-20_17-36-43_Buarque_Macedo_Leo_falcão_2024-05-20_17-36-43.gpx,CR062,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-20_17-40-07 rua Barão de igarassu,2024/05/20 20:40:09+00,"316",2024-05-20_17-40-07_rua_Barão_de_igarassu_2024-05-20_17-40-07.gpx,CF062,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-21_13-05-17 Ciclovia Orla (AV Boa viagem),2024/05/21 16:05:21+00,"317",2024-05-21_13-05-17_Ciclovia_Orla_(AV_Boa_viagem)_2024-05-21_13-05-17.gpx,CV003,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
"2024-05-21_13-49-16 Rua Comendador Moraes, Rua do Jaú",2024/05/21 16:49:19+00,"318","2024-05-21_13-49-16_Rua_Comendador_Moraes,_Rua_do_Jaú_2024-05-21_13-49-16.gpx",CR004,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
"2024-05-21_13-56-40 Rua Marechal Hermes, Av. Brasília Formosa",2024/05/21 16:56:43+00,"319","2024-05-21_13-56-40_Rua_Marechal_Hermes,_Av._Brasília_Formosa_2024-05-21_13-56-40.gpx",CF004,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-21_15-00-37 ciclovia Praça da bandeira,2024/05/21 18:00:41+00,"320",2024-05-21_15-00-37_ciclovia_Praça_da_bandeira_2024-05-21_15-00-37.gpx,CV050,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-21_15-17-21 Av Beira Rio,2024/05/21 18:17:24+00,"321",2024-05-21_15-17-21_Av_Beira_Rio_2024-05-21_15-17-21.gpx,CF050,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-21_15-29-42 ciclovia Av. Desembargador Guerra Barreto,2024/05/21 18:29:45+00,"322",2024-05-21_15-29-42_ciclovia_Av._Desembargador_Guerra_Barreto_2024-05-21_15-29-42.gpx,CV050,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-21_15-38-55 ciclofaixa Av. Desembargador Guerra Barreto,2024/05/21 18:38:58+00,"323",2024-05-21_15-38-55_ciclofaixa_Av._Desembargador_Guerra_Barreto_2024-05-21_15-38-55.gpx,CF050,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-21_15-41-53 ciclovia Av. Desembargador Guerra Barreto,2024/05/21 18:41:57+00,"324",2024-05-21_15-41-53_ciclovia_Av._Desembargador_Guerra_Barreto_2024-05-21_15-41-53.gpx,"CV050,","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
"2024-05-21_15-54-40 Praça da Bandeira, Av Prefeito Lima Castro, Rua Joaquim Santos Souto.",2024/05/21 18:54:44+00,"325","2024-05-21_15-54-40_Praça_da_Bandeira,_Av_Prefeito_Lima_Castro,_Rua_Joaquim_Santos_Souto._2024-05-21_15-54-40.gpx",CF050,"[ """", ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-21_16-50-16 Rua Bispo Cardoso Ayres,2024/05/21 19:50:19+00,"326",2024-05-21_16-50-16_Rua_Bispo_Cardoso_Ayres_2024-05-21_16-50-16.gpx,CF036,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-21_21-52-04 BECO DO ESTUDANTE,2024/05/22 00:52:11+00,"327",2024-05-21_21-52-04_BECO_DO_ESTUDANTE_2024-05-21_21-52-04.gpx,AC036,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-25_16-35-38,2024/05/25 19:35:42+00,"328",2024-05-25_16-35-38_2024-05-25_16-35-38.gpx,CF051,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-25_17-02-10,2024/05/25 20:02:12+00,"329",2024-05-25_17-02-10_2024-05-25_17-02-10.gpx,CF072,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-25_17-08-33,2024/05/25 20:08:38+00,"330",2024-05-25_17-08-33_2024-05-25_17-08-33.gpx,CF072,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-26_10-06-52,2024/05/26 13:06:56+00,"331",2024-05-26_10-06-52_2024-05-26_10-06-52.gpx,JCF27,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-26_11-04-27,2024/05/26 14:04:30+00,"332",2024-05-26_11-04-27_2024-05-26_11-04-27.gpx,,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-26_11-13-08,2024/05/26 14:13:11+00,"333",2024-05-26_11-13-08_2024-05-26_11-13-08.gpx,JCF25,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
