name,time,fileCode,fileName,description,keywords
2024-05-02_18-44-02,2024/05/02 21:44:05+00,"116",2024-05-02_18-44-02_2024-05-02_18-44-02.gpx,CF054,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-02_18-54-52,2024/05/02 21:54:54+00,"117",2024-05-02_18-54-52_2024-05-02_18-54-52.gpx,CF054,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_07-37-40 Ciclorrota Dom Helder camara,2024/05/03 10:37:43+00,"118",2024-05-03_07-37-40_Ciclorrota_Dom_Helder_camara_2024-05-03_07-37-40.gpx,CR055,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_07-38-06 ciclorrota dom helder camara,2024/05/03 10:38:08+00,"119",2024-05-03_07-38-06_ciclorrota_dom_helder_camara_2024-05-03_07-38-06.gpx,CR055,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_08-04-50 Ciclofaixa Dom Helder camara,2024/05/03 11:04:51+00,"120",2024-05-03_08-04-50_Ciclofaixa_Dom_Helder_camara_2024-05-03_08-04-50.gpx,CF055,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_08-04-51 ciclofaixa dom helder camara,2024/05/03 11:04:53+00,"121",2024-05-03_08-04-51_ciclofaixa_dom_helder_camara_2024-05-03_08-04-51.gpx,CF055,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_08-36-29 ciclorrota dom helder camara,2024/05/03 11:36:33+00,"122",2024-05-03_08-36-29_ciclorrota_dom_helder_camara_2024-05-03_08-36-29.gpx,CR055,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_08-36-43 CICLORROTA DOM Helder camara,2024/05/03 11:36:45+00,"123",2024-05-03_08-36-43_CICLORROTA_DOM_Helder_camara_2024-05-03_08-36-43.gpx,CR055,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_08-46-29 ciclofaixa dom helder camara,2024/05/03 11:46:31+00,"124",2024-05-03_08-46-29_ciclofaixa_dom_helder_camara_2024-05-03_08-46-29.gpx,CF055,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_08-46-37 Ciclofaixa DOM HELDER CAMARA,2024/05/03 11:46:39+00,"125",2024-05-03_08-46-37_Ciclofaixa_DOM_HELDER_CAMARA_2024-05-03_08-46-37.gpx,CF055,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_08-53-12CICLOFAIXA DOM HELDER CAMARA,2024/05/03 11:53:13+00,"126",2024-05-03_08-53-12CICLOFAIXA_DOM_HELDER_CAMARA_2024-05-03_08-53-12.gpx,CF055,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_08-54-09 ciclofaixa dom helder camara,2024/05/03 11:54:11+00,"127",2024-05-03_08-54-09_ciclofaixa_dom_helder_camara_2024-05-03_08-54-09.gpx,CF055,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_09-03-54 area compartilhada dom helder camara,2024/05/03 12:03:57+00,"128",2024-05-03_09-03-54_area_compartilhada_dom_helder_camara_2024-05-03_09-03-54.gpx,AC055,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_09-11-25 ciclovia dom helder camara,2024/05/03 12:11:27+00,"129",2024-05-03_09-11-25_ciclovia_dom_helder_camara_2024-05-03_09-11-25.gpx,CV055,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_09-17-17 CICLOFAIXA AV DOM HELDER CAMARA,2024/05/03 12:17:19+00,"130",2024-05-03_09-17-17_CICLOFAIXA_AV_DOM_HELDER_CAMARA_2024-05-03_09-17-17.gpx,CF055,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_09-20-27 ciclofaixa dom helder camara,2024/05/03 12:20:28+00,"131",2024-05-03_09-20-27_ciclofaixa_dom_helder_camara_2024-05-03_09-20-27.gpx,CF055,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_09-54-37 CICLOVIA IBURA,2024/05/03 12:54:38+00,"132",2024-05-03_09-54-37_CICLOVIA_IBURA_2024-05-03_09-54-37.gpx,CV035,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_09-55-00 ciclovia ibura,2024/05/03 12:55:02+00,"133",2024-05-03_09-55-00_ciclovia_ibura_2024-05-03_09-55-00.gpx,CV035,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_10-25-04 CICLOFAIXA JULIO CESAR,2024/05/03 13:25:05+00,"134",2024-05-03_10-25-04_CICLOFAIXA_JULIO_CESAR_2024-05-03_10-25-04.gpx,CF039,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_10-25-13 ciclofaixa julio cesar,2024/05/03 13:25:16+00,"135",2024-05-03_10-25-13_ciclofaixa_julio_cesar_2024-05-03_10-25-13.gpx,CF039,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_17-57-49,2024/05/03 20:57:54+00,"136",2024-05-03_17-57-49_2024-05-03_17-57-49.gpx,AC080,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_18-23-09,2024/05/03 21:23:12+00,"137",2024-05-03_18-23-09_2024-05-03_18-23-09.gpx,CV080,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_18-40-02,2024/05/03 21:40:05+00,"138",2024-05-03_18-40-02_2024-05-03_18-40-02.gpx,CV080,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_18-55-42,2024/05/03 21:55:45+00,"139",2024-05-03_18-55-42_2024-05-03_18-55-42.gpx,AC080,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-03_19-56-48,2024/05/03 22:56:50+00,"140",2024-05-03_19-56-48_2024-05-03_19-56-48.gpx,AC080,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-06_17-26-47,2024/05/06 20:26:53+00,"141",2024-05-06_17-26-47_2024-05-06_17-26-47.gpx,CF0021,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-07_08-07-27 ciclofaixa rua manoel honorato da silva,2024/05/07 11:07:28+00,"142",2024-05-07_08-07-27_ciclofaixa_rua_manoel_honorato_da_silva_2024-05-07_08-07-27.gpx,CCF15,"[ """", ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-07_08-07-36 Ciclofaixa Camaragibe,2024/05/07 11:07:41+00,"143",2024-05-07_08-07-36_Ciclofaixa_Camaragibe_2024-05-07_08-07-36.gpx,CCF15,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-07_08-40-42 ciclovia duvidosa rua padre oseias cavalcante,2024/05/07 11:40:44+00,"144",2024-05-07_08-40-42_ciclovia_duvidosa_rua_padre_oseias_cavalcante_2024-05-07_08-40-42.gpx,CCV16,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-07_08-56-49 CAMARAGIBE - Ciclofaixa RAMAL ARENA PERNAMBUCO,2024/05/07 11:56:51+00,"145",2024-05-07_08-56-49_CAMARAGIBE_-_Ciclofaixa_RAMAL_ARENA_PERNAMBUCO_2024-05-07_08-56-49.gpx,CCV13,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-07_09-00-31 ciclofaixa ramal arena pernambuco - obs no codigo diz ciclovia mas é ciclofaixa,2024/05/07 12:00:33+00,"146",2024-05-07_09-00-31_ciclofaixa_ramal_arena_pernambuco_-_obs_no_codigo_diz_ciclovia_mas_é_ciclofaixa_2024-05-07_09-00-31.gpx,CCV13,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-07_09-26-24 ciclovia ramal da copa,2024/05/07 12:26:25+00,"147",2024-05-07_09-26-24_ciclovia_ramal_da_copa_2024-05-07_09-26-24.gpx,CCV14,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-07_09-33-46 ciclovia ramal da copa/Deus é fiel,2024/05/07 12:33:47+00,"148",2024-05-07_09-33-46_ciclovia_ramal_da_copa_Deus_é_fiel_2024-05-07_09-33-46.gpx,SCV56,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-07_09-33-49 SAO LOURENÇO - CICLOVIA - Ramal da copa,2024/05/07 12:33:51+00,"149",2024-05-07_09-33-49_SAO_LOURENÇO_-_CICLOVIA_-_Ramal_da_copa_2024-05-07_09-33-49.gpx,SCV56,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-07_10-53-47 São Lourenço ciclofaixa arena Pernambuco,2024/05/07 13:53:53+00,"150",2024-05-07_10-53-47_São_Lourenço_ciclofaixa_arena_Pernambuco_2024-05-07_10-53-47.gpx,SCF57,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-07_10-54-12 suposta ciclofaixa arena pernambuco,2024/05/07 13:54:14+00,"151",2024-05-07_10-54-12_suposta_ciclofaixa_arena_pernambuco_2024-05-07_10-54-12.gpx,SCF57,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-07_11-02-13 suposta ciclovia no meio da ciclofaixa arena pernambuco,2024/05/07 14:02:14+00,"152",2024-05-07_11-02-13_suposta_ciclovia_no_meio_da_ciclofaixa_arena_pernambuco_2024-05-07_11-02-13.gpx,,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-07_11-15-38Sao Lourenço ciclovia arena Pernambuco,2024/05/07 14:15:40+00,"153",2024-05-07_11-15-38Sao_Lourenço_ciclovia_arena_Pernambuco_2024-05-07_11-15-38.gpx,SCV58,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-07_11-15-46 ciclovia arena pernambuco,2024/05/07 14:15:48+00,"154",2024-05-07_11-15-46_ciclovia_arena_pernambuco_2024-05-07_11-15-46.gpx,SCV58,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-07_12-08-04 ciclofaixa residencial sao lourenço - inscrito como ciclovia mas é ciclofaixa,2024/05/07 15:08:05+00,"155",2024-05-07_12-08-04_ciclofaixa_residencial_sao_lourenço_-_inscrito_como_ciclovia_mas_é_ciclofaixa_2024-05-07_12-08-04.gpx,SCV59,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-07_12-09-03  São Lourenço ciclofaixa - Residencial SL,2024/05/07 15:09:05+00,"156",2024-05-07_12-09-03__São_Lourenço_ciclofaixa_-_Residencial_SL_2024-05-07_12-09-03.gpx,SCV59,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-07_17-19-40,2024/05/07 20:19:43+00,"157",2024-05-07_17-19-40_2024-05-07_17-19-40.gpx,CV021,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-07_17-39-52,2024/05/07 20:39:54+00,"158",2024-05-07_17-39-52_2024-05-07_17-39-52.gpx,CV021,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-07_17-45-54,2024/05/07 20:45:57+00,"159",2024-05-07_17-45-54_2024-05-07_17-45-54.gpx,CV021,"[ """", ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-08_16-37-10,2024/05/08 19:37:14+00,"160",2024-05-08_16-37-10_2024-05-08_16-37-10.gpx,CF007,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-08_17-49-07,2024/05/08 20:49:10+00,"161",2024-05-08_17-49-07_2024-05-08_17-49-07.gpx,CF007,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-09_13-19-56 AV. AGAMENOM MAGALHÃES  (SENTIDO BOA VIAGEM),2024/05/09 16:19:58+00,"162",2024-05-09_13-19-56_AV._AGAMENOM_MAGALHÃES__(SENTIDO_BOA_VIAGEM)_2024-05-09_13-19-56.gpx,"CF047, 
CR047, 
AC047, CF068","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-09_13-43-31AV. AGAMENOM MAGALHÃES (SENTIDO OLINDA),2024/05/09 16:43:34+00,"163",2024-05-09_13-43-31AV._AGAMENOM_MAGALHÃES_(SENTIDO_OLINDA)_2024-05-09_13-43-31.gpx,"CF047, ﻿ CR047, ﻿ AC047, CF068","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-09_14-45-26 RUA DO HOSPÍCIO (CICLO NA CALÇADA) (Percurso ciclofaixa Santo Antônio),2024/05/09 17:45:29+00,"164",2024-05-09_14-45-26_RUA_DO_HOSPÍCIO_(CICLO_NA_CALÇADA)_(Percurso_ciclofaixa_Santo_Antônio)_2024-05-09_14-45-26.gpx,"CF057, 
AC057","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-09_14-56-43 RUA DO HOSPÍCIO (Percurso ciclofaixa Santo Antônio),2024/05/09 17:56:46+00,"165",2024-05-09_14-56-43_RUA_DO_HOSPÍCIO_(Percurso_ciclofaixa_Santo_Antônio)_2024-05-09_14-56-43.gpx,"CF057, 
AC057","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-09_15-08-01 RUA DO HOSPÍCIO (Percurso ciclofaixa Santo Antônio),2024/05/09 18:08:05+00,"166",2024-05-09_15-08-01_RUA_DO_HOSPÍCIO_(Percurso_ciclofaixa_Santo_Antônio)_2024-05-09_15-08-01.gpx,"CF057, 
AC057","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-09_15-15-43 RUA DO HOSPÍCIO (Percurso ciclofaixa Santo Antônio),2024/05/09 18:15:46+00,"167",2024-05-09_15-15-43_RUA_DO_HOSPÍCIO_(Percurso_ciclofaixa_Santo_Antônio)_2024-05-09_15-15-43.gpx,"CF057, 
AC057","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-09_15-35-01 PONTE DA BOA VISTA (Percurso ciclofaixa Santo Antônio),2024/05/09 18:35:04+00,"168",2024-05-09_15-35-01_PONTE_DA_BOA_VISTA_(Percurso_ciclofaixa_Santo_Antônio)_2024-05-09_15-35-01.gpx,"CF057, 
AC057","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-09_15-46-53 RUA NOVA (Percurso ciclofaixa Santo Antônio),2024/05/09 18:46:56+00,"169",2024-05-09_15-46-53_RUA_NOVA_(Percurso_ciclofaixa_Santo_Antônio)_2024-05-09_15-46-53.gpx,"CF057, 
AC057","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-09_15-58-24 RUA PRIMEIRO DE MARÇO(Percurso ciclofaixa Santo Antônio),2024/05/09 18:58:27+00,"170",2024-05-09_15-58-24_RUA_PRIMEIRO_DE_MARÇO(Percurso_ciclofaixa_Santo_Antônio)_2024-05-09_15-58-24.gpx,"CF057, 
AC057","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-09_18-19-03 RUA DA SAUDADE (CICLOROTA),2024/05/09 21:19:06+00,"171",2024-05-09_18-19-03_RUA_DA_SAUDADE_(CICLOROTA)_2024-05-09_18-19-03.gpx,"CF069, 
CR069","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-09_18-23-53 RUA DA SAUDADE,2024/05/09 21:23:56+00,"172",2024-05-09_18-23-53_RUA_DA_SAUDADE_2024-05-09_18-23-53.gpx,"CF069, 
CR069","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-09_18-39-07 RUA DOS PALMARES (Percurso ciclofaixa João de barros),2024/05/09 21:39:10+00,"173",2024-05-09_18-39-07_RUA_DOS_PALMARES_(Percurso_ciclofaixa_João_de_barros)_2024-05-09_18-39-07.gpx,CF064,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-09_18-48-25 RUA DOS PALMARES E RUA DOUTOR CARLOS CHAGAS (Percurso ciclofaixa João de barros),2024/05/09 21:48:27+00,"174",2024-05-09_18-48-25_RUA_DOS_PALMARES_E_RUA_DOUTOR_CARLOS_CHAGAS_(Percurso_ciclofaixa_João_de_barros)_2024-05-09_18-48-25.gpx,CF064,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-09_18-59-25 AV JOÃO DE BARROS (Perscuso ciclofaixa João de Barros),2024/05/09 21:59:28+00,"175",2024-05-09_18-59-25_AV_JOÃO_DE_BARROS_(Perscuso_ciclofaixa_João_de_Barros)_2024-05-09_18-59-25.gpx,CF064,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-09_19-10-49 AGAMENON MAGALHÃES  (CICLO NO NÍVEL DA VIA),2024/05/09 22:10:52+00,"176",2024-05-09_19-10-49_AGAMENON_MAGALHÃES__(CICLO_NO_NÍVEL_DA_VIA)_2024-05-09_19-10-49.gpx,,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_07-20-46 ciclovia ponte do paiva,2024/05/10 10:20:51+00,"177",2024-05-10_07-20-46_ciclovia_ponte_do_paiva_2024-05-10_07-20-46.gpx,CCV12,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_07-32-54 ciclovia do paiva,2024/05/10 10:32:56+00,"178",2024-05-10_07-32-54_ciclovia_do_paiva_2024-05-10_07-32-54.gpx,CCV06,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_07-59-31ciclovia vila dos corais,2024/05/10 10:59:34+00,"179",2024-05-10_07-59-31ciclovia_vila_dos_corais_2024-05-10_07-59-31.gpx,,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_08-38-41 ciclofaixa pe-024 itapuama/enseada,2024/05/10 11:38:42+00,"180",2024-05-10_08-38-41_ciclofaixa_pe-024_itapuama_enseada_2024-05-10_08-38-41.gpx,,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_09-45-06 ciclofaixa av vr. lucio fernando monteiro pereira - sem pintura,2024/05/10 12:45:09+00,"181",2024-05-10_09-45-06_ciclofaixa_av_vr._lucio_fernando_monteiro_pereira_-_sem_pintura_2024-05-10_09-45-06.gpx,,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_10-04-14 suposta ciclovia praça de gaibu,2024/05/10 13:04:16+00,"182",2024-05-10_10-04-14_suposta_ciclovia_praça_de_gaibu_2024-05-10_10-04-14.gpx,CCV07,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_11-32-35 ciclovia academia da cidade gaibu,2024/05/10 14:32:37+00,"183",2024-05-10_11-32-35_ciclovia_academia_da_cidade_gaibu_2024-05-10_11-32-35.gpx,,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_13-03-02 calçadao vila social 1,2024/05/10 16:03:04+00,"184",2024-05-10_13-03-02_calçadao_vila_social_1_2024-05-10_13-03-02.gpx,CCV05,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_13-20-37 calçadão vila social 2,2024/05/10 16:20:39+00,"185",2024-05-10_13-20-37_calçadão_vila_social_2_2024-05-10_13-20-37.gpx,CCV05,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_13-26-21 area compartilhada vila social,2024/05/10 16:26:22+00,"186",2024-05-10_13-26-21_area_compartilhada_vila_social_2024-05-10_13-26-21.gpx,,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_13-43-11 ciclovia av histo. pereira da costa,2024/05/10 16:43:12+00,"187",2024-05-10_13-43-11_ciclovia_av_histo._pereira_da_costa_2024-05-10_13-43-11.gpx,,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_13-53-24 ciclofaixa av histo pereira da costa,2024/05/10 16:53:26+00,"188",2024-05-10_13-53-24_ciclofaixa_av_histo_pereira_da_costa_2024-05-10_13-53-24.gpx,,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_14-14-43 ciclofaixa av presidente getulio vargas,2024/05/10 17:14:45+00,"189",2024-05-10_14-14-43_ciclofaixa_av_presidente_getulio_vargas_2024-05-10_14-14-43.gpx,,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_14-32-34 ciclovia pe060,2024/05/10 17:32:36+00,"190",2024-05-10_14-32-34_ciclovia_pe060_2024-05-10_14-32-34.gpx,CCV09,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_14-42-29 ciclofaixa pe060,2024/05/10 17:42:30+00,"191",2024-05-10_14-42-29_ciclofaixa_pe060_2024-05-10_14-42-29.gpx,CCF10,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_15-33-41,2024/05/10 18:33:44+00,"192",2024-05-10_15-33-41_2024-05-10_15-33-41.gpx,CF042,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_15-33-55,2024/05/10 18:33:57+00,"193",2024-05-10_15-33-55_2024-05-10_15-33-55.gpx,CF042,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_16-21-27,2024/05/10 19:21:31+00,"194",2024-05-10_16-21-27_2024-05-10_16-21-27.gpx,CF042,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_16-30-33,2024/05/10 19:30:36+00,"195",2024-05-10_16-30-33_2024-05-10_16-30-33.gpx,CR042,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_16-56-00,2024/05/10 19:56:03+00,"196",2024-05-10_16-56-00_2024-05-10_16-56-00.gpx,AC042,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_17-20-45,2024/05/10 20:20:48+00,"197",2024-05-10_17-20-45_2024-05-10_17-20-45.gpx,CF007,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_17-35-41,2024/05/10 20:35:45+00,"198",2024-05-10_17-35-41_2024-05-10_17-35-41.gpx,CF045,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_18-38-45,2024/05/10 21:38:48+00,"199",2024-05-10_18-38-45_2024-05-10_18-38-45.gpx,CF045,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_19-08-06,2024/05/10 22:08:10+00,"200",2024-05-10_19-08-06_2024-05-10_19-08-06.gpx,CF056,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-10_19-18-29,2024/05/10 22:18:31+00,"201",2024-05-10_19-18-29_2024-05-10_19-18-29.gpx,CF056,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-11_15-25-35 RUA COMENDADOR FRANCISCO FERREIRA,2024/05/11 18:25:42+00,"202",2024-05-11_15-25-35_RUA_COMENDADOR_FRANCISCO_FERREIRA_2024-05-11_15-25-35.gpx,"CF016, 
CR016","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
"2024-05-11_15-37-48 Rua Prof. Silvio ﻿ da Cunha Santos, Av. General San Martin, Av. João ﻿ Cabral de Melo Neto, Rua Senador Alberto ﻿Pasqualini",2024/05/11 18:37:51+00,"203","2024-05-11_15-37-48_Rua_Prof._Silvio_﻿_da_Cunha_Santos,_Av._General_San_Martin,_Av._João_﻿_Cabral_de_Melo_Neto,_Rua_Senador_Alberto_﻿Pasqualini_2024-05-11_15-37-48.gpx","CF016, 
CR016","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-11_16-01-20 PRAÇA JARDIM SÃO PAULO,2024/05/11 19:01:23+00,"204",2024-05-11_16-01-20_PRAÇA_JARDIM_SÃO_PAULO_2024-05-11_16-01-20.gpx,"CF016, 
CR016","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
"2024-05-11_16-14-32 Rua Major Godofredo Luiz Pereira de Lima, Rua Professor Pedro Augusto, Rua Carlos Alberto Valença",2024/05/11 19:14:35+00,"205","2024-05-11_16-14-32_Rua_Major_Godofredo_Luiz_Pereira_de_Lima,_Rua_Professor_Pedro_Augusto,_Rua_Carlos_Alberto_Valença_2024-05-11_16-14-32.gpx","CF077, 
CR077","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
"2024-05-11_17-10-04 Rua Visconde de Pelotas, Rua Santos Araújo, Rua ﻿ Quitério Inácio de Mello, Rua Augusto Calheiros",2024/05/11 20:10:08+00,"206","2024-05-11_17-10-04_Rua_Visconde_de_Pelotas,_Rua_Santos_Araújo,_Rua_﻿_Quitério_Inácio_de_Mello,_Rua_Augusto_Calheiros_2024-05-11_17-10-04.gpx","CF008, 
CR008","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
"2024-05-11_17-24-09 Ponte Gilberto Freyre, Rua Arquiteto Luiz Nunes, Rua Eng. José Brandão Cavalcante",2024/05/11 20:24:12+00,"207","2024-05-11_17-24-09_Ponte_Gilberto_Freyre,_Rua_Arquiteto_Luiz_Nunes,_Rua_Eng._José_Brandão_Cavalcante_2024-05-11_17-24-09.gpx","CF008, 
CR008","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-11_17-31-04 LAGOA DO ARAÇÁ,2024/05/11 20:31:08+00,"208",2024-05-11_17-31-04_LAGOA_DO_ARAÇÁ_2024-05-11_17-31-04.gpx,"CF008, 
CR008","[ """", ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-13_11-35-17 RUA JOSÉ DE ALENCAR,2024/05/13 14:35:24+00,"209",2024-05-13_11-35-17_RUA_JOSÉ_DE_ALENCAR_2024-05-13_11-35-17.gpx,CF049,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-13_11-44-36 RUA JOSÉ DE ALENCAR,2024/05/13 14:44:40+00,"210",2024-05-13_11-44-36_RUA_JOSÉ_DE_ALENCAR_2024-05-13_11-44-36.gpx,CF049,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-13_12-03-00 RUA FRANCISCO ALVES,2024/05/13 15:03:03+00,"211",2024-05-13_12-03-00_RUA_FRANCISCO_ALVES_2024-05-13_12-03-00.gpx,"CF028, 
CR028","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
"2024-05-13_12-12-44 Praça Miguel de Cervantes, Rua Estado do Israel, Rua Jornalista Trajano Chacon, Rua Frei Matias Tevis, Rua Senador José Henrique",2024/05/13 15:12:48+00,"212","2024-05-13_12-12-44_Praça_Miguel_de_Cervantes,_Rua_Estado_do_Israel,_Rua_Jornalista_Trajano_Chacon,_Rua_Frei_Matias_Tevis,_Rua_Senador_José_Henrique_2024-05-13_12-12-44.gpx","CF028, 
CR028","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-13_12-32-13 Rua Antônio Gomes de Freitas.,2024/05/13 15:32:16+00,"213",2024-05-13_12-32-13_Rua_Antônio_Gomes_de_Freitas._2024-05-13_12-32-13.gpx,"CF028, 
CR028","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-13_13-54-24 RUA PAISSANDU,2024/05/13 16:54:28+00,"214",2024-05-13_13-54-24_RUA_PAISSANDU_2024-05-13_13-54-24.gpx,"CF075, 
CR075","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
"2024-05-13_14-03-01Rua Dom Bosco, Rua Visconde de Goiana",2024/05/13 17:03:03+00,"215","2024-05-13_14-03-01Rua_Dom_Bosco,_Rua_Visconde_de_Goiana_2024-05-13_14-03-01.gpx","CF075, 
CR075","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
"2024-05-13_14-16-30 Rua Barão de São Borja depois da JOSÉ DE ALENCAR, Rua Rosário da Boa Vista, Rua do Aragão.",2024/05/13 17:16:37+00,"216","2024-05-13_14-16-30_Rua_Barão_de_São_Borja_depois_da_JOSÉ_DE_ALENCAR,_Rua_Rosário_da_Boa_Vista,_Rua_do_Aragão._2024-05-13_14-16-30.gpx","CF075, 
CR075","[ ""auditoria cicloviaria"", ""osmtracker"" ]"
