code,scode,fileName,fileToMerge
321,000,2024-05-21_15-17-21_Av_Beira_Rio_2024-05-21_15-17-21.gpx,
322,000,2024-05-21_15-29-42_ciclovia_Av._Desembargador_Guerra_Barreto_2024-05-21_15-29-42.gpx,
323,000,2024-05-21_15-38-55_ciclofaixa_Av._Desembargador_Guerra_Barreto_2024-05-21_15-38-55.gpx,
324,000,2024-05-21_15-41-53_ciclovia_Av._Desembargador_Guerra_Barreto_2024-05-21_15-41-53.gpx,
325,000,"2024-05-21_15-54-40_Praça_da_Bandeira,_Av_Prefeito_Lima_Castro,_Rua_Joaquim_Santos_Souto._2024-05-21_15-54-40.gpx",
327,000,2024-05-21_21-52-04_BECO_DO_ESTUDANTE_2024-05-21_21-52-04.gpx,
329,000,2024-05-25_17-02-10_2024-05-25_17-02-10.gpx,
330,000,2024-05-25_17-08-33_2024-05-25_17-08-33.gpx,
331,000,2024-05-26_10-06-52_2024-05-26_10-06-52.gpx,
332,000,2024-05-26_11-04-27_2024-05-26_11-04-27.gpx,
333,000,2024-05-26_11-13-08_2024-05-26_11-13-08.gpx,
334,000,2024-05-26_11-36-53_2024-05-26_11-36-53.gpx,
337,000,2024-05-26_15-27-41_2024-05-26_15-27-41.gpx,
339,000,2024-05-26_15-41-03_2024-05-26_15-41-03.gpx,
340,000,2024-05-26_16-24-33_2024-05-26_16-24-33.gpx,
341,000,2024-05-26_16-47-45_2024-05-26_16-47-45.gpx,
342,000,2024-05-26_17-47-33_2024-05-26_17-47-33.gpx,
343,000,2024-05-26_19-03-13_2024-05-26_19-03-13.gpx,
344,000,2024-05-27_17-05-02_2024-05-27_17-05-02.gpx,
345,000,2024-05-27_17-10-11_2024-05-27_17-10-11.gpx,
346,000,2024-05-27_17-25-25_2024-05-27_17-25-25.gpx,
347,000,2024-05-27_17-36-16_2024-05-27_17-36-16.gpx,
348,000,2024-05-28_16-25-50_2024-05-28_16-25-50.gpx,
349,000,2024-05-28_16-47-08_2024-05-28_16-47-08.gpx,
350,000,2024-05-28_16-47-16_2024-05-28_16-47-16.gpx,
351,000,2024-05-28_17-13-17_2024-05-28_17-13-17.gpx,
352,000,2024-05-28_17-33-07_2024-05-28_17-33-07.gpx,
353,000,2024-05-28_17-42-04_2024-05-28_17-42-04.gpx,
355,000,2024-05-28_18-09-51_2024-05-28_18-09-51.gpx,
356,000,2024-05-28_18-23-54_2024-05-28_18-23-54.gpx,
357,000,2024-05-28_18-27-47_2024-05-28_18-27-47.gpx,
358,000,2024-05-28_18-35-47_2024-05-28_18-35-47.gpx,
359,000,2024-05-28_18-48-03_2024-05-28_18-48-03.gpx,
360,000,2024-05-28_18-55-01_2024-05-28_18-55-01.gpx,
361,000,2024-05-28_19-04-39_2024-05-28_19-04-39.gpx,
362,000,2024-05-28_19-12-53_2024-05-28_19-12-53.gpx,
363,000,2024-06-17_16-41-24_ciclovia_ibiporã_2024-06-17_16-41-24.gpx,
364,000,2024-06-17_16-48-18_ciclorrota_ibiporã_2024-06-17_16-48-18.gpx,
365,000,2024-06-17_16-54-26_Ciclofaixa_ibiporã_2024-06-17_16-54-26.gpx,
366,000,2024-06-17_16-57-21_ciclofaixa_ibiporã_2024-06-17_16-57-21.gpx,
367,000,2024-06-18_08-48-01_ciclovia_Camilo_Simões_2024-06-18_08-48-01.gpx,
368,000,2024-06-18_09-07-04_ciclovia_Camilo_Simões_2024-06-18_09-07-04.gpx,
369,000,2024-06-18_09-24-54_ciclovia_Camilo_Simões_2024-06-18_09-24-54.gpx,
370,000,2024-06-18_09-27-08_Camilo_Simões_2024-06-18_09-27-08.gpx,
372,371,2024-06-18_09-48-31_Travessa_2024-06-18_09-48-31.gpx,2024-06-18_09-48-31_Beira_mar_2024-06-18_09-48-31.gpx
374,373,2024-06-18_11-04-37_Pan_nordestina_PE_60_PE15_2024-06-18_11-04-37.gpx,2024-06-18_10-55-13_Pan_nordestina_PE_60_PE_15_2024-06-18_10-55-13.gpx
376,000,2024-06-18_12-59-51_Abreu_e_Lima_Avenida_D_2024-06-18_12-59-51.gpx,
379,000,2024-06-19_15-42-13_labatut_2024-06-19_15-42-13.gpx,
381,000,2024-05-07_17-44-26_2024-05-07_17-44-26.gpx,
382,000,2024-05-26_18-49-17_2024-05-26_18-49-17.gpx,
385,000,osm-upload1849325856290346472.gpx,
386,000,osm-upload188168547601499934.gpx,
387,000,osm-upload1970797427016524851.gpx,
388,000,osm-upload2026424798420561392.gpx,
389,000,osm-upload2769250923629027347.gpx,
390,000,osm-upload3773350799655913767.gpx,
391,000,osm-upload4039024678012480229.gpx,
394,000,osm-upload5759796274708504644.gpx,
395,000,osm-upload5853556495454940541.gpx,
396,000,osm-upload7283127079328643487.gpx,
